                                       Experiment        Metric  File     Value                              Model        CNN          RNN  finetuned  Blocks
566   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Inc     2  0.612245   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
567   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Inc     3  0.485714   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
568   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Inc     4  0.600000   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
569   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Inc     5  0.680000   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
570   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Vis     1  0.337349   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
571   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Vis     2  0.450450   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
572   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Vis     3  0.516129   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
573   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Vis     4  0.354430   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
574   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Vis     5  0.513761   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
575   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Cap     1  0.666667   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
576   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Cap     2  0.781818   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
577   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Cap     3  0.708861   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
578   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Cap     4  0.560976   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
579   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Cap     5  0.611765   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
580   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Hyd     1  0.430108   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
581   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Hyd     2  0.333333   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
582   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Hyd     3  0.482759   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
583   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Hyd     4  0.347826   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
584   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Hyd     5  0.337079   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
585   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Pha     1  0.834646   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
586   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Pha     2  0.881356   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
587   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Pha     3  0.936170   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
588   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Pha     4  0.776699   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
589   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Pha     5  0.796296   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
590   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-IA     1  0.635514   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
591   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-IA     2  0.685714   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
592   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-IA     3  0.767677   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
593   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-IA     4  0.637681   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
594   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-IA     5  0.576577   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
595   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-CP     1  0.348485   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
596   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-CP     2  0.458015   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
597   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-CP     3  0.387097   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
598   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-CP     4  0.215385   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
599   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-CP     5  0.465517   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
600   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-LI     1  0.775510   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
601   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-LI     2  0.715447   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
602   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-LI     3  0.586466   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
603   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-LI     4  0.759259   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
604   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-LI     5  0.660194   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
605   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-LP     1  0.301587   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
606   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-LP     2  0.452381   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
607   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-LP     3  0.514851   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
608   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-LP     4  0.355556   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
609   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-LP     5  0.476190   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
610   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-ACF     1  0.400000   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
611   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-ACF     2  0.500000   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
612   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-ACF     3  0.342857   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
613   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-ACF     4  0.361905   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
614   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-ACF     5  0.389262   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
615   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-VS     1  0.692308   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
616   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-VS     2  0.727273   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
617   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-VS     3  0.718447   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
618   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-VS     4  0.693069   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
619   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-VS     5  0.644444   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
620   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-TA     1  0.237624   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
621   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-TA     2  0.205882   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
622   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-TA     3  0.395604   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
623   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-TA     4  0.300000   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
624   Evaluation-ResNet152_Transformer5-finetuned   F1-Score-TA     5  0.247191   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
625   Evaluation-ResNet152_Transformer5-finetuned      F1-Score     1  0.524449   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
626   Evaluation-ResNet152_Transformer5-finetuned      F1-Score     2  0.565961   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
627   Evaluation-ResNet152_Transformer5-finetuned      F1-Score     3  0.570766   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
628   Evaluation-ResNet152_Transformer5-finetuned      F1-Score     4  0.490727   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
629   Evaluation-ResNet152_Transformer5-finetuned      F1-Score     5  0.533546   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5

Metric
F1-Score        0.470342
F1-Score-ACF    0.351005
F1-Score-CP     0.339751
F1-Score-Cap    0.608353
F1-Score-Hyd    0.334981
F1-Score-IA     0.601288
F1-Score-Idl    0.370839
F1-Score-Inc    0.533047
F1-Score-LI     0.603361
F1-Score-LP     0.327369
F1-Score-Pha    0.820932
F1-Score-TA     0.307569
F1-Score-VS     0.612489
F1-Score-Vis    0.303457
